1.Time,2.Signal Value,3.Status,4.Value of Shift/Drift,5.Health Status,6.Date
909,244.3423597576333,shift continue,,UnSafe Condition,2020-06-28
910,240.09330167614988,shift continue,,UnSafe Condition,2020-06-29
911,241.66047972664373,shift continue,,UnSafe Condition,2020-06-30
912,245.96786104207905,shift continue,,UnSafe Condition,2020-07-01
913,238.72945708445442,shift continue,,UnSafe Condition,2020-07-02
914,238.81139353587872,shift continue,,UnSafe Condition,2020-07-03
915,242.39666653956647,shift continue,,UnSafe Condition,2020-07-04
916,237.8569926250038,shift continue,,UnSafe Condition,2020-07-05
917,242.85702560711158,shift continue,,UnSafe Condition,2020-07-06
918,243.48397929537037,shift continue,,UnSafe Condition,2020-07-07
919,236.47603155346258,shift Happend,13.344973582259135,UnSafe Condition,2020-07-08
920,246.69785587088532,shift continue,,UnSafe Condition,2020-07-09
921,254.2681465288691,shift continue,,UnSafe Condition,2020-07-10
922,246.78096699036462,shift continue,,UnSafe Condition,2020-07-11
923,248.69932022970767,shift continue,,UnSafe Condition,2020-07-12
924,252.26775827672364,shift continue,,UnSafe Condition,2020-07-13
925,250.55613894144216,shift continue,,UnSafe Condition,2020-07-14
926,249.4183516078207,shift continue,,UnSafe Condition,2020-07-15
927,250.67147610870308,shift continue,,UnSafe Condition,2020-07-16
928,249.95814087903457,shift continue,,UnSafe Condition,2020-07-17
929,246.1924784705576,shift continue,,UnSafe Condition,2020-07-18
930,245.75141870378064,shift continue,,UnSafe Condition,2020-07-19
931,247.07507686458752,shift continue,,UnSafe Condition,2020-07-20
932,246.78759292918494,shift continue,,UnSafe Condition,2020-07-21
933,246.6176202889701,shift continue,,UnSafe Condition,2020-07-22
934,251.16519633311557,shift continue,,UnSafe Condition,2020-07-23
935,255.53508883734418,shift continue,,UnSafe Condition,2020-07-24
936,244.88978753707508,shift continue,,UnSafe Condition,2020-07-25
937,258.54766350572936,shift continue,,UnSafe Condition,2020-07-26
938,245.4371204056666,shift continue,,UnSafe Condition,2020-07-27
939,255.6874155082573,shift continue,,UnSafe Condition,2020-07-28
940,246.66344396932476,shift continue,,UnSafe Condition,2020-07-29
941,249.6418212164799,shift continue,,UnSafe Condition,2020-07-30
942,251.10469766404583,shift continue,,UnSafe Condition,2020-07-31
943,249.5039727964444,shift continue,,UnSafe Condition,2020-08-01
944,240.2814386251573,shift continue,,UnSafe Condition,2020-08-02
945,245.9408573172296,shift continue,,UnSafe Condition,2020-08-03
946,247.10203174730125,shift continue,,UnSafe Condition,2020-08-04
947,251.22437655489938,shift continue,,UnSafe Condition,2020-08-05
948,249.898260317904,shift continue,,UnSafe Condition,2020-08-06
949,247.52939409268555,shift continue,,UnSafe Condition,2020-08-07
950,255.40601511459988,shift continue,,UnSafe Condition,2020-08-08
951,250.3953997068079,shift continue,,UnSafe Condition,2020-08-09
952,249.9219228190645,shift continue,,UnSafe Condition,2020-08-10
953,250.3861587585356,shift continue,,UnSafe Condition,2020-08-11
954,251.85857286751147,shift continue,,UnSafe Condition,2020-08-12
955,255.3353188358012,shift continue,,UnSafe Condition,2020-08-13
956,248.52299156038242,shift Happend,15.424722079557323,UnSafe Condition,2020-08-14
957,266.6046522494047,shift continue,,UnSafe Condition,2020-08-15
958,261.2624175558029,shift continue,,UnSafe Condition,2020-08-16
959,258.6311820330493,shift continue,,UnSafe Condition,2020-08-17
960,259.9022377342489,shift continue,,UnSafe Condition,2020-08-18
961,265.1245124232481,shift continue,,UnSafe Condition,2020-08-19
962,267.4718130924929,shift continue,,UnSafe Condition,2020-08-20
963,265.99088988540933,shift continue,,UnSafe Condition,2020-08-21
964,265.80438912980486,shift continue,,UnSafe Condition,2020-08-22
965,260.5000482866982,shift continue,,UnSafe Condition,2020-08-23
966,264.01816434109463,shift continue,,UnSafe Condition,2020-08-24
967,261.55839002563823,shift continue,,UnSafe Condition,2020-08-25
968,255.94995754197376,shift continue,,UnSafe Condition,2020-08-26
969,264.40196340493856,shift continue,,UnSafe Condition,2020-08-27
970,259.3191496598801,shift continue,,UnSafe Condition,2020-08-28
971,264.28401136512133,shift continue,,UnSafe Condition,2020-08-29
972,262.6724484974465,shift Happend,8.549561696359318,UnSafe Condition,2020-08-30
973,271.73368951575526,shift continue,,UnSafe Condition,2020-08-31
974,266.06309981905724,shift continue,,UnSafe Condition,2020-09-01
975,271.73302189634256,shift continue,,UnSafe Condition,2020-09-02
976,277.7472600374913,shift continue,,UnSafe Condition,2020-09-03
977,275.9294129426888,shift continue,,UnSafe Condition,2020-09-04
978,278.625252364814,shift Happend,18.134798244157558,UnSafe Condition,2020-09-05
979,303.1458249791698,shift continue,,UnSafe Condition,2020-09-06
980,297.1868304052514,shift continue,,UnSafe Condition,2020-09-07
981,293.2873428489678,shift continue,,UnSafe Condition,2020-09-08
982,295.6689385056188,shift continue,,UnSafe Condition,2020-09-09
983,301.34391773543916,shift continue,,UnSafe Condition,2020-09-10
984,298.37519390179745,shift continue,,UnSafe Condition,2020-09-11
985,301.1145168891324,shift continue,,UnSafe Condition,2020-09-12
986,294.77227800139764,shift continue,,UnSafe Condition,2020-09-13
987,300.20674820222825,shift continue,,UnSafe Condition,2020-09-14
988,302.287715444012,shift continue,,UnSafe Condition,2020-09-15
989,295.51127435543253,shift continue,,UnSafe Condition,2020-09-16
990,291.5209902888526,shift continue,,UnSafe Condition,2020-09-17
991,297.466203102122,shift continue,,UnSafe Condition,2020-09-18
992,298.9687703918866,shift continue,,UnSafe Condition,2020-09-19
993,303.6589597149249,shift continue,,UnSafe Condition,2020-09-20
994,293.98997719612566,shift continue,,UnSafe Condition,2020-09-21
995,297.6998913757924,shift continue,,UnSafe Condition,2020-09-22
996,299.4535897184527,shift continue,,UnSafe Condition,2020-09-23
997,302.216910411144,shift continue,,UnSafe Condition,2020-09-24
998,290.91267572267014,shift continue,,UnSafe Condition,2020-09-25
999,300.24928824326173,shift continue,,UnSafe Condition,2020-09-26
1000,295.8464973653546,shift continue,,UnSafe Condition,2020-09-27
1001,297.33469113757894,shift continue,,UnSafe Condition,2020-09-28
1002,302.83957605204944,shift continue,,UnSafe Condition,2020-09-29
1003,292.33195023743815,shift continue,,UnSafe Condition,2020-09-30
1004,295.19406428721453,shift continue,,UnSafe Condition,2020-10-01
1005,294.0066630761732,shift continue,,UnSafe Condition,2020-10-02
1006,296.04932774213563,shift continue,,UnSafe Condition,2020-10-03
1007,294.62532541447763,shift continue,,UnSafe Condition,2020-10-04
1008,293.4223260975652,shift continue,,UnSafe Condition,2020-10-05
1009,297.003514150702,shift continue,,UnSafe Condition,2020-10-06
1010,303.5551923143129,shift continue,,UnSafe Condition,2020-10-07
1011,294.4075821044962,shift continue,,UnSafe Condition,2020-10-08
1012,290.27853350035014,shift continue,,UnSafe Condition,2020-10-09
1013,293.05082506639616,shift continue,,UnSafe Condition,2020-10-10
1014,294.37726962495924,shift Happend,4.260661569411684,UnSafe Condition,2020-10-11
1015,293.562971694459,shift continue,,UnSafe Condition,2020-10-12
1016,299.6739714522536,shift continue,,UnSafe Condition,2020-10-13
1017,301.7084527832495,shift continue,,UnSafe Condition,2020-10-14
1018,293.25187143433516,shift continue,,UnSafe Condition,2020-10-15
1019,295.62952794911456,shift continue,,UnSafe Condition,2020-10-16
1020,299.6468542579522,shift continue,,UnSafe Condition,2020-10-17
1021,297.88813543014714,shift continue,,UnSafe Condition,2020-10-18
1022,293.5850881273452,shift continue,,UnSafe Condition,2020-10-19
1023,303.1158745987855,shift continue,,UnSafe Condition,2020-10-20
1024,300.1672388022468,shift continue,,UnSafe Condition,2020-10-21
1025,296.63075680457433,shift continue,,UnSafe Condition,2020-10-22
1026,300.9032714595092,shift continue,,UnSafe Condition,2020-10-23
1027,295.6603059118331,shift continue,,UnSafe Condition,2020-10-24
1028,305.4606427615258,shift continue,,UnSafe Condition,2020-10-25
1029,286.4293003908159,shift continue,,UnSafe Condition,2020-10-26
1030,300.66865576856486,shift continue,,UnSafe Condition,2020-10-27
1031,297.9348788318701,shift continue,,UnSafe Condition,2020-10-28
1032,302.58967224126997,shift continue,,UnSafe Condition,2020-10-29
1033,294.897116560327,shift continue,,UnSafe Condition,2020-10-30
1034,290.13814100757287,shift continue,,UnSafe Condition,2020-10-31
1035,302.56448489341886,shift continue,,UnSafe Condition,2020-11-01
1036,292.0513797693352,shift continue,,UnSafe Condition,2020-11-02
1037,296.4310976093306,shift continue,,UnSafe Condition,2020-11-03
1038,299.10606883538657,shift continue,,UnSafe Condition,2020-11-04
1039,292.96970447564274,shift continue,,UnSafe Condition,2020-11-05
1040,303.6603963997908,shift continue,,UnSafe Condition,2020-11-06
1041,301.25748624017325,shift continue,,UnSafe Condition,2020-11-07
1042,304.4567045455264,shift continue,,UnSafe Condition,2020-11-08
1043,301.05038029154696,shift continue,,UnSafe Condition,2020-11-09
1044,291.0912853798848,shift continue,,UnSafe Condition,2020-11-10
1045,296.9986700681194,shift continue,,UnSafe Condition,2020-11-11
1046,297.11653742839474,shift continue,,UnSafe Condition,2020-11-12
1047,299.0855980100525,shift continue,,UnSafe Condition,2020-11-13
1048,304.88276083151317,shift continue,,UnSafe Condition,2020-11-14
1049,297.35714501265386,shift continue,,UnSafe Condition,2020-11-15
1050,294.1035857139504,shift continue,,UnSafe Condition,2020-11-16
1051,302.00276632665015,shift continue,,UnSafe Condition,2020-11-17
1052,306.8483597660449,shift continue,,UnSafe Condition,2020-11-18
1053,295.87615890789664,shift continue,,UnSafe Condition,2020-11-19
1054,297.95020110729615,shift continue,,UnSafe Condition,2020-11-20
1055,298.08373283683136,shift continue,,UnSafe Condition,2020-11-21
1056,298.0812784919081,shift continue,,UnSafe Condition,2020-11-22
1057,302.1742614801085,shift continue,,UnSafe Condition,2020-11-23
1058,298.72111849386226,shift continue,,UnSafe Condition,2020-11-24
1059,302.3031067725003,shift continue,,UnSafe Condition,2020-11-25
1060,301.92653225643835,shift continue,,UnSafe Condition,2020-11-26
1061,303.4973062227283,shift continue,,UnSafe Condition,2020-11-27
1062,301.1220639835752,shift continue,,UnSafe Condition,2020-11-28
1063,305.0638827594066,shift continue,,UnSafe Condition,2020-11-29
1064,292.44731864227754,shift continue,,UnSafe Condition,2020-11-30
1065,301.2563928003965,drift Started,0.3222371861235664,UnSafe Condition,2020-12-01
1066,306.0696240927647,drift continue,,UnSafe Condition,2020-12-02
1067,300.007636202061,drift continue,,UnSafe Condition,2020-12-03
1068,300.63169019854536,drift continue,,UnSafe Condition,2020-12-04
1069,293.5748838475804,drift continue,,UnSafe Condition,2020-12-05
1070,301.992436535034,drift continue,,UnSafe Condition,2020-12-06
1071,301.71445042434533,drift continue,,UnSafe Condition,2020-12-07
1072,308.1591330608886,drift continue,,UnSafe Condition,2020-12-08
1073,301.2453695065282,drift continue,,UnSafe Condition,2020-12-09
1074,306.528806947878,drift continue,,UnSafe Condition,2020-12-10
1075,305.09967093759116,drift continue,,UnSafe Condition,2020-12-11
1076,298.6282714143617,drift continue,,UnSafe Condition,2020-12-12
1077,309.6786169145888,drift continue,,UnSafe Condition,2020-12-13
1078,306.7281337360489,drift continue,,UnSafe Condition,2020-12-14
1079,305.60953580832216,drift continue,,UnSafe Condition,2020-12-15
1080,302.88875680711374,drift continue,,UnSafe Condition,2020-12-16
1081,304.8680516114255,drift continue,,UnSafe Condition,2020-12-17
1082,308.1832623891333,drift continue,,UnSafe Condition,2020-12-18
1083,303.9166833536267,drift continue,,UnSafe Condition,2020-12-19
1084,306.72052846363164,drift continue,,UnSafe Condition,2020-12-20
1085,303.8801735458112,drift continue,,UnSafe Condition,2020-12-21
1086,307.3172125610172,drift continue,,UnSafe Condition,2020-12-22
1087,317.63636491094866,drift continue,,UnSafe Condition,2020-12-23
1088,305.6165652203365,drift continue,,UnSafe Condition,2020-12-24
1089,306.6448288468625,drift continue,,UnSafe Condition,2020-12-25
1090,308.16556016945486,drift continue,,UnSafe Condition,2020-12-26
1091,308.0307012399058,drift continue,,UnSafe Condition,2020-12-27
1092,312.0777573786744,drift continue,,UnSafe Condition,2020-12-28
1093,309.6640228237856,drift continue,,UnSafe Condition,2020-12-29
1094,316.50839343568686,drift continue,,UnSafe Condition,2020-12-30
1095,310.9484532184708,drift continue,,UnSafe Condition,2020-12-31
1096,309.5306811243152,drift continue,,UnSafe Condition,2021-01-01
1097,312.74748889079973,drift continue,,UnSafe Condition,2021-01-02
1098,312.28820463556275,drift continue,,UnSafe Condition,2021-01-03
1099,309.00142826586034,drift continue,,UnSafe Condition,2021-01-04
1100,315.32305828930566,drift continue,,UnSafe Condition,2021-01-05
1101,307.50426302249457,drift continue,,UnSafe Condition,2021-01-06
1102,316.09391762437525,drift continue,,UnSafe Condition,2021-01-07
1103,311.8197505375112,drift continue,,UnSafe Condition,2021-01-08
1104,318.59430625771216,drift continue,,UnSafe Condition,2021-01-09
1105,310.75478493317416,drift continue,,UnSafe Condition,2021-01-10
1106,313.4876610854353,drift continue,,UnSafe Condition,2021-01-11
1107,318.71297027548235,drift continue,,UnSafe Condition,2021-01-12
1108,313.7905934399008,drift continue,,UnSafe Condition,2021-01-13
1109,314.90043583877565,drift continue,,UnSafe Condition,2021-01-14
1110,320.0166238825892,drift continue,,UnSafe Condition,2021-01-15
1111,317.7251126134116,drift continue,,UnSafe Condition,2021-01-16
1112,317.89965208006873,drift continue,,UnSafe Condition,2021-01-17
1113,317.55981176230085,drift continue,,UnSafe Condition,2021-01-18
1114,324.37566490432096,drift continue,,UnSafe Condition,2021-01-19
1115,325.0483260056272,drift continue,,UnSafe Condition,2021-01-20
1116,313.25092622762924,drift continue,,UnSafe Condition,2021-01-21
1117,321.5971983576755,drift continue,,UnSafe Condition,2021-01-22
1118,311.8272129082516,drift continue,,UnSafe Condition,2021-01-23
1119,316.63393349014365,drift continue,,UnSafe Condition,2021-01-24
1120,317.2367930789261,drift continue,,UnSafe Condition,2021-01-25
1121,318.5137589432732,drift continue,,UnSafe Condition,2021-01-26
1122,317.829114690417,drift continue,,UnSafe Condition,2021-01-27
1123,317.3360258780957,drift continue,,UnSafe Condition,2021-01-28
1124,321.61398705367196,drift continue,,UnSafe Condition,2021-01-29
1125,322.095713641217,drift continue,,UnSafe Condition,2021-01-30
1126,325.4010526002501,shift Happend,12.964767144992516,UnSafe Condition,2021-01-31
1127,340.01954296874464,shift continue,,UnSafe Condition,2021-02-01
1128,334.24878323039087,shift continue,,UnSafe Condition,2021-02-02
1129,333.0552937126661,shift continue,,UnSafe Condition,2021-02-03
1130,335.79899226829264,shift continue,,UnSafe Condition,2021-02-04
1131,344.09832499659234,shift continue,,UnSafe Condition,2021-02-05
1132,334.5051083462031,shift continue,,UnSafe Condition,2021-02-06
1133,344.57174390210844,shift continue,,UnSafe Condition,2021-02-07
1134,334.32514585765597,shift continue,,UnSafe Condition,2021-02-08
1135,339.549735472449,shift continue,,UnSafe Condition,2021-02-09
1136,339.84985020371363,shift continue,,UnSafe Condition,2021-02-10
1137,342.83529191649944,shift continue,,UnSafe Condition,2021-02-11
1138,338.6120373274189,shift continue,,UnSafe Condition,2021-02-12
1139,336.9625523384569,shift continue,,UnSafe Condition,2021-02-13
1140,342.5000087940247,shift continue,,UnSafe Condition,2021-02-14
1141,340.31840770516465,shift continue,,UnSafe Condition,2021-02-15
1142,345.1904198617434,shift continue,,UnSafe Condition,2021-02-16
1143,337.08907936674365,shift continue,,UnSafe Condition,2021-02-17
1144,336.13729596359934,shift continue,,UnSafe Condition,2021-02-18
1145,336.5557020953225,shift continue,,UnSafe Condition,2021-02-19
1146,339.15241975964875,shift continue,,UnSafe Condition,2021-02-20
1147,336.2868735817115,shift continue,,UnSafe Condition,2021-02-21
1148,331.47708773257824,shift continue,,UnSafe Condition,2021-02-22
1149,333.68375858030043,shift continue,,UnSafe Condition,2021-02-23
1150,335.07758675380796,shift continue,,UnSafe Condition,2021-02-24
1151,340.78453758278715,shift continue,,UnSafe Condition,2021-02-25
1152,342.5935781947995,shift continue,,UnSafe Condition,2021-02-26
1153,338.8136280680529,shift continue,,UnSafe Condition,2021-02-27
1154,332.75188822899713,shift continue,,UnSafe Condition,2021-02-28
1155,337.25100747353224,shift continue,,UnSafe Condition,2021-03-01
1156,335.9646527916977,shift continue,,UnSafe Condition,2021-03-02
1157,339.2530459745443,shift continue,,UnSafe Condition,2021-03-03
1158,341.6643145645951,shift continue,,UnSafe Condition,2021-03-04
1159,339.23286381546615,shift continue,,UnSafe Condition,2021-03-05
1160,338.30034284406014,shift continue,,UnSafe Condition,2021-03-06
1161,333.0285308237698,shift continue,,UnSafe Condition,2021-03-07
1162,338.2314467941929,shift continue,,UnSafe Condition,2021-03-08
1163,334.98695929778665,shift continue,,UnSafe Condition,2021-03-09
1164,338.5099800292525,shift continue,,UnSafe Condition,2021-03-10
1165,335.1967685105552,shift continue,,UnSafe Condition,2021-03-11
1166,336.17892895944135,shift continue,,UnSafe Condition,2021-03-12
1167,344.5003509407865,shift continue,,UnSafe Condition,2021-03-13
1168,339.21712913443133,shift continue,,UnSafe Condition,2021-03-14
1169,342.3771130282605,shift continue,,UnSafe Condition,2021-03-15
1170,344.80958188623197,shift continue,,UnSafe Condition,2021-03-16
1171,345.83559367144164,shift continue,,UnSafe Condition,2021-03-17
1172,334.2567136613469,shift continue,,UnSafe Condition,2021-03-18
1173,349.1790581446749,shift continue,,UnSafe Condition,2021-03-19
1174,338.854093644053,shift continue,,UnSafe Condition,2021-03-20
1175,347.3937847793655,shift continue,,UnSafe Condition,2021-03-21
1176,334.8289210295191,shift continue,,UnSafe Condition,2021-03-22
1177,333.6238819481146,shift continue,,UnSafe Condition,2021-03-23
1178,334.91141692820025,shift continue,,UnSafe Condition,2021-03-24
1179,339.8178313460065,shift continue,,UnSafe Condition,2021-03-25
1180,342.8454066605265,shift continue,,UnSafe Condition,2021-03-26
1181,346.94255817901933,shift continue,,UnSafe Condition,2021-03-27
1182,338.95774034439995,shift continue,,UnSafe Condition,2021-03-28
1183,334.81548621353426,shift continue,,UnSafe Condition,2021-03-29
1184,339.4159542167875,shift continue,,UnSafe Condition,2021-03-30
1185,339.22624593000273,shift continue,,UnSafe Condition,2021-03-31
1186,341.2321539256708,shift continue,,UnSafe Condition,2021-04-01
1187,336.32576375822174,shift continue,,UnSafe Condition,2021-04-02
1188,338.21508323793614,shift continue,,UnSafe Condition,2021-04-03
1189,341.31487215423675,shift continue,,UnSafe Condition,2021-04-04
1190,336.71928751353914,shift continue,,UnSafe Condition,2021-04-05
1191,337.09050285203585,shift continue,,UnSafe Condition,2021-04-06
1192,330.9049537130983,shift continue,,UnSafe Condition,2021-04-07
1193,340.1867669594588,shift continue,,UnSafe Condition,2021-04-08
1194,348.3230439279823,shift continue,,UnSafe Condition,2021-04-09
1195,341.69510584613096,shift continue,,UnSafe Condition,2021-04-10
1196,336.7742062833988,shift continue,,UnSafe Condition,2021-04-11
1197,344.4987021776999,shift continue,,UnSafe Condition,2021-04-12
1198,337.8842813326752,shift continue,,UnSafe Condition,2021-04-13
1199,338.0242738033502,shift continue,,UnSafe Condition,2021-04-14
1200,343.0074507568853,shift continue,,UnSafe Condition,2021-04-15
1201,333.3703291011704,shift continue,,UnSafe Condition,2021-04-16
1202,338.92539428188667,shift continue,,UnSafe Condition,2021-04-17
1203,344.81788593739367,shift continue,,UnSafe Condition,2021-04-18
1204,339.3693108381201,shift continue,,UnSafe Condition,2021-04-19
1205,341.41730336556213,shift continue,,UnSafe Condition,2021-04-20
1206,337.5233227467029,shift continue,,UnSafe Condition,2021-04-21
1207,341.73869393893466,shift continue,,UnSafe Condition,2021-04-22
1208,339.2151175409462,shift continue,,UnSafe Condition,2021-04-23
1209,341.20287445381587,shift continue,,UnSafe Condition,2021-04-24
1210,338.91344695867383,shift continue,,UnSafe Condition,2021-04-25
1211,339.3870008678398,shift continue,,UnSafe Condition,2021-04-26
1212,337.8898531834002,shift continue,,UnSafe Condition,2021-04-27
1213,339.0024751255409,shift continue,,UnSafe Condition,2021-04-28
1214,337.97742370480444,shift continue,,UnSafe Condition,2021-04-29
1215,329.27678518797836,shift continue,,UnSafe Condition,2021-04-30
1216,336.16592520297365,shift continue,,UnSafe Condition,2021-05-01
1217,339.6840500771646,shift continue,,UnSafe Condition,2021-05-02
1218,341.3018774172652,shift continue,,UnSafe Condition,2021-05-03
1219,330.80849596510825,shift continue,,UnSafe Condition,2021-05-04
1220,342.6516680956721,shift continue,,UnSafe Condition,2021-05-05
1221,340.89793439127936,shift continue,,UnSafe Condition,2021-05-06
1222,340.84094286892133,shift continue,,UnSafe Condition,2021-05-07
1223,351.6763707249568,shift continue,,UnSafe Condition,2021-05-08
1224,343.6019094539244,shift continue,,UnSafe Condition,2021-05-09
1225,344.81503243429705,shift continue,,UnSafe Condition,2021-05-10
1226,336.7576952515547,shift continue,,UnSafe Condition,2021-05-11
1227,339.6605752921172,shift continue,,UnSafe Condition,2021-05-12
1228,340.22238858451266,shift continue,,UnSafe Condition,2021-05-13
1229,331.81463539792554,shift continue,,UnSafe Condition,2021-05-14
1230,339.8521618255959,shift continue,,UnSafe Condition,2021-05-15
1231,336.7937284896722,shift continue,,UnSafe Condition,2021-05-16
1232,336.9689515520096,shift continue,,UnSafe Condition,2021-05-17
1233,344.7169172282779,shift continue,,UnSafe Condition,2021-05-18
1234,338.6818760669005,shift continue,,UnSafe Condition,2021-05-19
1235,329.38218574332825,shift continue,,UnSafe Condition,2021-05-20
1236,340.7527889771609,shift continue,,UnSafe Condition,2021-05-21
1237,326.9977078650313,shift continue,,UnSafe Condition,2021-05-22
1238,336.1907062756985,shift continue,,UnSafe Condition,2021-05-23
1239,341.39358036107916,shift continue,,UnSafe Condition,2021-05-24
1240,338.23748125430285,shift continue,,UnSafe Condition,2021-05-25
1241,336.3892122794778,shift continue,,UnSafe Condition,2021-05-26
1242,337.6981366514561,shift continue,,UnSafe Condition,2021-05-27
1243,336.9798087710318,shift continue,,UnSafe Condition,2021-05-28
1244,329.6545653790404,shift continue,,UnSafe Condition,2021-05-29
1245,334.5022364028603,shift continue,,UnSafe Condition,2021-05-30
1246,332.4231510494214,shift continue,,UnSafe Condition,2021-05-31
1247,337.5471614698035,shift continue,,UnSafe Condition,2021-06-01
1248,339.3724745576278,shift continue,,UnSafe Condition,2021-06-02
1249,339.87564395302155,shift continue,,UnSafe Condition,2021-06-03
1250,342.59254370465095,shift continue,,UnSafe Condition,2021-06-04
1251,331.70429841105715,shift continue,,UnSafe Condition,2021-06-05
1252,338.42145391168066,shift continue,,UnSafe Condition,2021-06-06
1253,338.8660480537556,shift continue,,UnSafe Condition,2021-06-07
1254,335.69086491172834,shift continue,,UnSafe Condition,2021-06-08
1255,334.7918747141913,shift continue,,UnSafe Condition,2021-06-09
1256,330.0841742362095,drift Started,0.4358182861476532,UnSafe Condition,2021-06-10
1257,333.9407646387629,drift continue,,UnSafe Condition,2021-06-11
1258,328.7594221563533,drift continue,,UnSafe Condition,2021-06-12
1259,331.3119834923644,drift continue,,UnSafe Condition,2021-06-13
1260,337.879864977718,drift continue,,UnSafe Condition,2021-06-14
1261,336.3704476398118,drift continue,,UnSafe Condition,2021-06-15
1262,333.5932143377792,drift continue,,UnSafe Condition,2021-06-16
1263,334.68910728527317,drift continue,,UnSafe Condition,2021-06-17
1264,336.42993282577254,drift continue,,UnSafe Condition,2021-06-18
1265,335.39952485617545,drift continue,,UnSafe Condition,2021-06-19
1266,336.9800682265813,drift continue,,UnSafe Condition,2021-06-20
1267,337.46411342132166,drift continue,,UnSafe Condition,2021-06-21
1268,332.559607435933,drift continue,,UnSafe Condition,2021-06-22
1269,330.4236039928485,drift continue,,UnSafe Condition,2021-06-23
1270,338.44561983733513,drift continue,,UnSafe Condition,2021-06-24
1271,340.87432730239203,drift continue,,UnSafe Condition,2021-06-25
1272,337.7836228123168,drift continue,,UnSafe Condition,2021-06-26
1273,340.3613633473032,drift continue,,UnSafe Condition,2021-06-27
1274,342.52203781951977,drift continue,,UnSafe Condition,2021-06-28
1275,337.266157090612,drift continue,,UnSafe Condition,2021-06-29
1276,334.45086734010135,drift continue,,UnSafe Condition,2021-06-30
1277,342.085526897831,drift continue,,UnSafe Condition,2021-07-01
1278,336.1419380807681,drift continue,,UnSafe Condition,2021-07-02
1279,336.85609278423925,drift continue,,UnSafe Condition,2021-07-03
1280,343.47958830232363,drift continue,,UnSafe Condition,2021-07-04
1281,339.1947690279761,drift continue,,UnSafe Condition,2021-07-05
1282,339.95993053386536,drift continue,,UnSafe Condition,2021-07-06
1283,347.5644657457074,drift continue,,UnSafe Condition,2021-07-07
1284,339.6387820381752,drift continue,,UnSafe Condition,2021-07-08
1285,344.98799631569403,drift continue,,UnSafe Condition,2021-07-09
1286,342.31512005232776,drift continue,,UnSafe Condition,2021-07-10
1287,340.15447753109686,drift continue,,UnSafe Condition,2021-07-11
1288,343.76076693724013,drift continue,,UnSafe Condition,2021-07-12
1289,347.0664955252461,drift continue,,UnSafe Condition,2021-07-13
1290,345.16610666354836,drift continue,,UnSafe Condition,2021-07-14
1291,350.2357813768335,drift continue,,UnSafe Condition,2021-07-15
1292,344.93578687899696,drift continue,,UnSafe Condition,2021-07-16
1293,345.59354127384313,drift continue,,UnSafe Condition,2021-07-17
1294,346.05213544626787,drift continue,,UnSafe Condition,2021-07-18
1295,345.6925137287486,drift continue,,UnSafe Condition,2021-07-19
1296,351.8460183430571,drift continue,,UnSafe Condition,2021-07-20
1297,341.10663841092264,drift continue,,UnSafe Condition,2021-07-21
1298,346.0795914627805,drift continue,,UnSafe Condition,2021-07-22
1299,345.841269114548,drift continue,,UnSafe Condition,2021-07-23
1300,346.6880647532656,drift continue,,UnSafe Condition,2021-07-24
1301,354.09291759590894,drift continue,,UnSafe Condition,2021-07-25
1302,345.90621635106584,drift continue,,UnSafe Condition,2021-07-26
1303,348.5075488903412,drift continue,,UnSafe Condition,2021-07-27
1304,347.7849550169145,drift continue,,UnSafe Condition,2021-07-28
1305,345.77344019401846,drift continue,,UnSafe Condition,2021-07-29
1306,350.76653256044074,drift continue,,UnSafe Condition,2021-07-30
1307,350.95172645886566,drift continue,,UnSafe Condition,2021-07-31
1308,347.6733752917276,drift continue,,UnSafe Condition,2021-08-01
1309,357.30944994883316,drift continue,,UnSafe Condition,2021-08-02
1310,350.14949667895655,drift continue,,UnSafe Condition,2021-08-03
1311,351.6190975153303,drift continue,,UnSafe Condition,2021-08-04
1312,352.31472589622894,drift continue,,UnSafe Condition,2021-08-05
1313,349.77093627532554,drift continue,,UnSafe Condition,2021-08-06
1314,358.2426833978379,drift continue,,UnSafe Condition,2021-08-07
1315,357.2118105432891,drift continue,,UnSafe Condition,2021-08-08
1316,357.8078220871354,drift continue,,UnSafe Condition,2021-08-09
1317,360.0621951152668,drift continue,,UnSafe Condition,2021-08-10
1318,359.52469858445585,drift continue,,UnSafe Condition,2021-08-11
1319,351.3888187022129,drift continue,,UnSafe Condition,2021-08-12
1320,359.0657310435572,drift continue,,UnSafe Condition,2021-08-13
1321,358.2855329933873,drift continue,,UnSafe Condition,2021-08-14
1322,364.6700693855279,drift continue,,UnSafe Condition,2021-08-15
1323,355.84059683951307,drift continue,,UnSafe Condition,2021-08-16
1324,360.58659454856814,drift continue,,UnSafe Condition,2021-08-17
1325,368.34140827965683,drift continue,,UnSafe Condition,2021-08-18
1326,362.97516495340284,drift continue,,UnSafe Condition,2021-08-19
1327,360.8026271741794,drift continue,,UnSafe Condition,2021-08-20
1328,365.13874346671344,drift continue,,UnSafe Condition,2021-08-21
1329,363.04049681337403,drift continue,,UnSafe Condition,2021-08-22
1330,364.09421449879966,drift continue,,UnSafe Condition,2021-08-23
1331,358.9475268034125,drift continue,,UnSafe Condition,2021-08-24
1332,356.9693449770237,drift continue,,UnSafe Condition,2021-08-25
